RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Set
3849,15577831,Byrne,560,Germany,Male,41,4,152532.3,1,No Credit Card,Not Active,10779.69,Stay,Train
3850,15729836,Robinson,646,Spain,Male,32,1,0,2,Has Credit Card,Not Active,183289.22,Stay,Train
3851,15775293,Stephenson,680,France,Male,34,3,143292.95,1,Has Credit Card,Not Active,66526.01,Stay,Train
3852,15697597,Chiemenam,631,France,Male,26,1,149144.61,1,No Credit Card,Active,123697.95,Stay,Train
3853,15639669,Forbes,746,France,Male,36,9,127157.04,1,Has Credit Card,Active,155700.15,Stay,Train
3854,15631392,Douglas,654,Germany,Male,43,9,84673.17,2,No Credit Card,Active,82081.35,Stay,Test
3855,15580935,Okechukwu,687,Germany,Male,33,9,135962.4,2,Has Credit Card,Not Active,121747.96,Stay,Train
3856,15590344,Russell,708,Germany,Male,32,3,151691.44,2,Has Credit Card,Active,172810.51,Stay,Train
3857,15653306,Ermakova,679,Germany,Female,32,0,88335.05,1,No Credit Card,Not Active,159584.81,Stay,Train
3858,15805025,Oster,636,France,Female,45,7,139859.23,1,Has Credit Card,Active,108402.54,Stay,Test
3859,15658449,Chizoba,695,France,Male,45,9,43134.65,1,No Credit Card,Active,77330.35,Stay,Train
3860,15694450,Bianchi,677,France,Male,42,5,99580.13,1,Has Credit Card,Not Active,21007.96,Stay,Test
3861,15605666,Peyser,720,France,Female,34,6,110717.38,1,Has Credit Card,Active,9398.45,Stay,Test
3862,15615126,Cocci,780,France,Female,37,3,0,2,No Credit Card,Not Active,182156.81,Exit,Train
3863,15726588,Seleznev,653,Spain,Female,36,3,0,2,No Credit Card,Not Active,110525.6,Stay,Train
3864,15645095,Huang,674,France,Female,28,3,0,1,Has Credit Card,Not Active,51536.99,Stay,Train
3865,15808960,Alleyne,620,Germany,Male,40,5,108197.11,2,Has Credit Card,Not Active,49722.34,Stay,Train
3866,15729435,McKenzie,623,France,Male,40,6,0,2,Has Credit Card,Active,66119.07,Stay,Train
3867,15656840,Zikoranachukwudimma,547,France,Female,29,6,104450.86,1,Has Credit Card,Active,37160.28,Stay,Train
3868,15659149,King,530,France,Male,39,2,0,2,Has Credit Card,Not Active,197923.05,Stay,Train
3869,15585490,Nkemdilim,746,France,Female,34,4,0,1,No Credit Card,Active,65166.6,Stay,Train
3870,15674929,Anderson,512,France,Female,31,7,0,2,No Credit Card,Not Active,49326.07,Stay,Test
3871,15746341,Ejikemeifeuwa,630,France,Male,40,8,0,2,Has Credit Card,Active,42495.81,Stay,Train
3872,15662091,Adams,570,Spain,Male,21,7,116099.82,1,Has Credit Card,Active,148087.62,Stay,Train
3873,15620123,Christie,605,France,Male,39,6,111169.91,1,No Credit Card,Not Active,9641.4,Stay,Test
3874,15616240,Yeh,530,Spain,Male,37,4,0,2,Has Credit Card,Active,164844.37,Stay,Train
3875,15624186,McGregor,813,Germany,Female,25,5,123616.43,1,No Credit Card,Active,132959.33,Stay,Train
3876,15605036,Pisano,704,Spain,Female,37,9,155619.58,1,Has Credit Card,Active,135088.58,Stay,Train
3877,15805151,Ginikanwa,565,Germany,Male,31,2,89558.39,2,Has Credit Card,Active,4441.54,Stay,Train
3878,15753847,Hawkins,645,Spain,Male,45,4,0,1,No Credit Card,Active,174916.85,Exit,Train
3879,15653222,Otutodilichukwu,526,Germany,Female,32,6,131938.92,2,Has Credit Card,Active,1795.93,Stay,Train
3880,15757541,Rickard,778,France,Female,33,9,151772.63,2,No Credit Card,Not Active,180249.94,Exit,Train
3881,15726945,Andreev,677,France,Female,72,8,0,2,Has Credit Card,Active,153604.44,Stay,Train
3882,15794276,Steele,588,France,Female,64,3,0,1,Has Credit Card,Active,189703.65,Stay,Train
3883,15568328,Black,488,France,Female,22,6,0,2,Has Credit Card,Active,66393.89,Stay,Train
3884,15604355,Shand,519,France,Male,39,1,97700.02,1,Has Credit Card,Active,30709.03,Stay,Train
3885,15735788,Chiagoziem,709,France,Male,31,6,0,2,Has Credit Card,Active,71009.84,Stay,Train
3886,15618255,Fedorov,642,Germany,Female,56,6,103244.86,2,Has Credit Card,Not Active,143049.72,Exit,Train
3887,15720941,Tien,710,Germany,Male,34,8,147833.3,2,No Credit Card,Active,1561.58,Stay,Train
3888,15769110,Stehle,653,France,Female,46,5,0,2,Has Credit Card,Not Active,49707.85,Stay,Test
3889,15576094,Sung,743,France,Male,71,0,0,2,No Credit Card,Active,29837.65,Stay,Train
3890,15756150,Alexander,418,France,Female,39,2,0,2,No Credit Card,Not Active,9041.71,Stay,Test
3891,15719579,McIntosh,670,Germany,Female,33,9,84521.48,2,No Credit Card,Active,198017.05,Stay,Train
3892,15748854,Sung,723,Germany,Female,28,5,91938.31,1,Has Credit Card,Not Active,143481.85,Stay,Train
3893,15612455,Yao,549,Germany,Male,45,6,124240.93,1,Has Credit Card,Active,146372.51,Stay,Train
3894,15664802,Chinweuba,543,France,Female,42,5,0,2,No Credit Card,Not Active,101905.34,Stay,Train
3895,15735687,Chinweuba,595,Spain,Male,37,2,157084.99,1,Has Credit Card,Not Active,134767.13,Stay,Test
3896,15664734,T'ao,673,Germany,Female,25,3,108244.82,2,Has Credit Card,Active,103573.96,Stay,Train
3897,15767894,Ch'ien,741,France,Female,21,9,0,2,No Credit Card,Active,139259.54,Stay,Train
3898,15666884,Su,508,Germany,Female,41,5,82161.7,2,Has Credit Card,Not Active,187776.49,Stay,Train
3899,15750156,Yu,662,Germany,Male,59,2,104568.41,1,Has Credit Card,Not Active,8059.44,Exit,Test
3900,15751120,Loyau,752,France,Female,36,2,119912.46,1,Has Credit Card,Not Active,124354.92,Stay,Train
3901,15575748,Conti,809,France,Male,36,9,68881.59,2,No Credit Card,Active,109135.11,Stay,Train
3902,15714610,Alexeeva,575,Spain,Male,30,2,0,2,Has Credit Card,Active,82222.86,Stay,Train
3903,15720305,Power,591,Spain,Female,40,1,86376.29,1,No Credit Card,Active,136767.16,Exit,Train
3904,15678129,Hill,643,Spain,Female,45,9,150840.03,2,Has Credit Card,Not Active,155516.35,Stay,Train
3905,15566633,Freeman,698,Germany,Male,55,8,155059.1,2,Has Credit Card,Active,144584.29,Stay,Train
3906,15680436,Hsing,496,France,Female,29,4,0,2,Has Credit Card,Not Active,164806.89,Stay,Train
3907,15674343,Esposito,597,France,Male,44,8,78128.13,2,No Credit Card,Active,109153.04,Stay,Train
3908,15658890,Belonwu,603,Germany,Male,46,4,98899.76,2,Has Credit Card,Active,86190.34,Stay,Train
3909,15599004,Tsao,655,Spain,Male,37,1,0,1,Has Credit Card,Active,106040.97,Stay,Train
3910,15726487,P'eng,431,France,Male,63,6,160982.89,1,Has Credit Card,Active,168008.17,Stay,Train
3911,15698716,Baker,620,France,Female,70,3,87926.24,2,Has Credit Card,Not Active,33350.26,Exit,Train
3912,15710527,Matthews,782,France,Female,35,4,0,1,Has Credit Card,Active,119565.34,Stay,Train
3913,15655590,Garcia,581,Spain,Male,46,2,79385.21,2,No Credit Card,Not Active,188492.82,Stay,Test
3914,15732266,Field,553,Germany,Male,53,5,127997.83,1,Has Credit Card,Not Active,165378.66,Exit,Train
3915,15669326,Gordon,658,France,Male,44,2,168396.34,1,Has Credit Card,Active,14178.73,Stay,Test
3916,15672246,Jefferies,686,Germany,Male,43,2,134896.03,1,Has Credit Card,Active,97847.05,Stay,Train
3917,15620276,Palermo,539,Spain,Male,36,6,0,3,Has Credit Card,Active,118959.64,Stay,Train
3918,15640258,Chou,685,France,Female,50,6,94238.75,2,Has Credit Card,Active,50664.07,Exit,Train
3919,15740283,Ewing,850,France,Male,29,1,0,2,No Credit Card,Not Active,152996.89,Stay,Train
3920,15759717,Mazzi,763,Spain,Female,39,7,0,2,Has Credit Card,Not Active,19458.75,Stay,Train
3921,15620268,Thomson,634,Germany,Male,43,3,212696.32,1,Has Credit Card,Not Active,115268.86,Stay,Train
3922,15743871,Nkemdirim,567,France,Male,59,3,0,2,Has Credit Card,Not Active,25843.7,Exit,Test
3923,15614491,Lockyer,539,France,Male,39,3,139153.68,2,Has Credit Card,Not Active,147662.33,Stay,Train
3924,15595047,Murray,764,France,Male,41,7,0,2,No Credit Card,Not Active,134878.34,Stay,Train
3925,15732334,Black,653,France,Female,40,0,0,2,Has Credit Card,Not Active,35795.85,Stay,Train
3926,15701206,Torreggiani,566,Spain,Male,44,5,0,2,Has Credit Card,Not Active,66462.79,Stay,Train
3927,15581280,Atkinson,714,Germany,Male,29,6,92887.13,1,Has Credit Card,Active,69578.49,Stay,Train
3928,15651943,Richards,580,Spain,Female,65,1,0,2,No Credit Card,Active,103182.46,Stay,Train
3929,15609545,Azubuike,548,France,Male,29,5,83442.98,1,No Credit Card,Active,177017.39,Stay,Train
3930,15658548,Ignatiev,646,Germany,Female,36,6,144773.29,2,Has Credit Card,Not Active,53217.3,Stay,Train
3931,15626008,Miller,622,Germany,Female,52,9,111973.97,1,Has Credit Card,Active,162756.29,Exit,Train
3932,15774133,Cox,706,France,Female,35,8,178032.53,1,No Credit Card,Active,42181.68,Stay,Train
3933,15763798,McMillan,680,France,Male,23,5,140007.19,1,No Credit Card,Active,31714.08,Stay,Train
3934,15758013,Napolitano,698,France,Male,37,5,98400.61,2,No Credit Card,Not Active,25017.28,Stay,Test
3935,15705765,Lane,581,Spain,Female,46,1,0,2,Has Credit Card,Not Active,104272.04,Stay,Test
3936,15648362,Kennedy,728,Germany,Male,45,3,108924.33,2,Has Credit Card,Not Active,84300.4,Exit,Train
3937,15761102,T'ao,707,Spain,Female,32,4,132835.56,1,No Credit Card,Not Active,136877.24,Stay,Train
3938,15610165,Hsiung,761,France,Female,26,1,0,2,Has Credit Card,Active,199409.19,Stay,Test
3939,15723717,Heath,483,Germany,Male,41,1,118334.44,1,No Credit Card,Not Active,163147.99,Exit,Train
3940,15654611,Parry,736,Germany,Female,25,9,81732.88,2,Has Credit Card,Not Active,136497.28,Stay,Train
3941,15659736,Herbert,716,Germany,Male,66,5,121411.9,1,No Credit Card,Not Active,10070.4,Exit,Train
3942,15603170,Kang,654,France,Male,32,9,121455.65,1,Has Credit Card,Not Active,190068.53,Exit,Train
3943,15786167,Andreyeva,649,Spain,Male,20,5,0,2,Has Credit Card,Active,58309.54,Stay,Train
3944,15671915,Bowen,649,France,Male,46,5,0,2,Has Credit Card,Active,76946.6,Stay,Train
3945,15794792,Golubev,612,France,Female,31,8,117989.76,1,Has Credit Card,Active,54129.86,Stay,Train
3946,15652789,Hancock,657,Spain,Male,40,10,0,2,Has Credit Card,Active,52990.7,Stay,Train
3947,15739168,Fowler,511,France,Female,31,5,137411.29,1,No Credit Card,Active,161854.98,Stay,Train
3948,15719950,Sutherland,682,France,Male,61,10,73688.2,1,Has Credit Card,Active,172141.33,Stay,Train
3949,15743818,Rowley,748,Spain,Male,58,9,122330.7,2,No Credit Card,Active,124429.19,Stay,Test
3950,15717937,Gibbons,554,Germany,Male,43,5,99906.89,1,No Credit Card,Not Active,24983.39,Stay,Test
3951,15602841,Lockett,794,Spain,Female,28,5,0,2,No Credit Card,Active,86699.98,Stay,Train
3952,15619972,Akabueze,807,France,Female,47,9,167664.83,1,No Credit Card,Not Active,125440.11,Exit,Train
3953,15796114,Phelps,594,France,Female,34,7,141525.55,1,No Credit Card,Not Active,9443.15,Stay,Train
3954,15633546,Frederick,652,Spain,Female,33,3,124832.51,1,Has Credit Card,Not Active,195877.06,Stay,Train
3955,15758755,Beneventi,729,France,Female,34,9,132121.71,1,No Credit Card,Active,105409.31,Stay,Train
3956,15695168,Bruce,625,France,Male,39,2,0,2,Has Credit Card,Not Active,100403.05,Stay,Train
3957,15754342,Green,597,Germany,Female,60,0,78539.84,1,No Credit Card,Active,48502.88,Stay,Train
3958,15756610,Carlson,657,Germany,Female,38,5,123770.46,1,No Credit Card,Not Active,47019.66,Exit,Train
3959,15640917,Tang,633,France,Male,43,5,0,2,Has Credit Card,Active,48249.88,Stay,Train
3960,15663164,Yudin,663,Germany,Male,49,7,116150.65,3,Has Credit Card,Active,84358.71,Exit,Train
3961,15616811,MacDonald,535,France,Male,47,0,160729.1,1,No Credit Card,Active,145986.35,Stay,Test
3962,15610781,Watt,702,France,Female,29,10,88378.6,1,Has Credit Card,Not Active,88550.28,Stay,Train
3963,15600911,Mbadiwe,712,France,Male,33,2,182888.08,1,Has Credit Card,Not Active,3061,Stay,Train
3964,15629603,Chuang,607,France,Male,31,8,0,2,Has Credit Card,Active,43196.5,Stay,Train
3965,15714981,Sabbatini,476,France,Male,37,4,0,1,Has Credit Card,Active,55775.84,Exit,Train
3966,15775892,Caldwell,748,Spain,Female,23,8,85600.08,1,No Credit Card,Not Active,134077.71,Stay,Train
3967,15782778,Ewers,815,France,Male,35,4,0,2,No Credit Card,Active,198490.33,Stay,Train
3968,15786643,Tsao,602,France,Male,32,10,0,2,Has Credit Card,Active,116052.92,Stay,Train
3969,15595657,Hannam,649,Germany,Male,40,4,95001.33,1,No Credit Card,Active,123202.99,Stay,Train
3970,15743673,Wood,551,Spain,Male,27,2,113873.22,1,Has Credit Card,Active,85129.77,Exit,Train
3971,15634310,Ko,509,France,Male,30,6,0,2,Has Credit Card,Not Active,180598.86,Stay,Train
3972,15790809,Lo Duca,685,Spain,Male,40,7,74896.92,1,Has Credit Card,Not Active,198694.2,Stay,Test
3973,15668695,Endrizzi,536,France,Female,22,5,89492.62,1,No Credit Card,Not Active,42934.43,Stay,Train
3974,15669281,Ch'iu,711,Spain,Male,38,3,128718.78,1,No Credit Card,Not Active,114793.45,Stay,Test
3975,15621031,Mofflin,761,Spain,Male,27,8,0,2,Has Credit Card,Not Active,63297.7,Stay,Train
3976,15720071,Fiorentini,535,France,Female,49,3,0,1,No Credit Card,Not Active,61820.41,Exit,Train
3977,15792180,Chiekwugo,566,Germany,Male,22,7,144954.75,2,Has Credit Card,Not Active,102246,Stay,Train
3978,15813894,Bogle,620,Spain,Male,21,9,0,2,No Credit Card,Not Active,154882.79,Stay,Train
3979,15669490,Ifeanacho,837,Germany,Male,37,6,94001.61,2,Has Credit Card,Not Active,140723.05,Stay,Train
3980,15783030,Owens,685,France,Female,40,7,0,1,Has Credit Card,Not Active,72852.74,Exit,Train
3981,15695792,Ch'ien,673,France,Male,65,0,0,1,Has Credit Card,Active,85733.33,Stay,Train
3982,15575676,Chung,638,France,Male,24,1,0,2,No Credit Card,Active,162597.15,Stay,Train
3983,15627665,Sung,614,France,Male,46,4,0,1,Has Credit Card,Not Active,74379.57,Exit,Train
3984,15814092,Wang,626,France,Female,44,2,0,1,No Credit Card,Active,173117.22,Exit,Train
3985,15695225,Sun,834,Spain,Male,38,8,0,2,Has Credit Card,Active,66485.26,Stay,Train
3986,15615091,Maitland,691,France,Male,24,6,0,2,Has Credit Card,Active,92811.2,Stay,Train
3987,15794345,Ma,706,Spain,Male,38,8,0,2,No Credit Card,Active,46635.11,Stay,Train
3988,15726484,Pollard,633,France,Male,37,7,141546.35,1,Has Credit Card,Active,124830.11,Stay,Train
3989,15650442,Hsieh,644,Germany,Female,32,8,141528.88,1,Has Credit Card,Active,167087.34,Exit,Train
3990,15714256,Gerasimov,666,France,Male,30,7,109805.3,1,No Credit Card,Active,163625.56,Stay,Test
3991,15778752,Johnson,708,France,Male,32,10,86614.06,2,Has Credit Card,Active,172129.26,Stay,Train
3992,15601659,Fiorentino,496,Germany,Female,59,7,91680.1,2,Has Credit Card,Not Active,163141.18,Exit,Train
3993,15602811,Chioke,730,Germany,Male,38,0,38848.19,2,No Credit Card,Not Active,94003.11,Stay,Test
3994,15779414,Rossi,696,Spain,Male,40,3,153639.11,1,Has Credit Card,Active,138351.68,Stay,Train
3995,15763097,Siciliano,809,Spain,Male,80,8,0,2,No Credit Card,Active,34164.05,Stay,Train
3996,15633666,Efremov,701,Spain,Female,33,7,123870.07,1,Has Credit Card,Not Active,97794.71,Stay,Train
3997,15718789,Brigstocke,604,France,Male,30,5,0,2,Has Credit Card,Not Active,75786.55,Stay,Train
3998,15690620,Olisaemeka,665,France,Male,39,10,46323.57,1,Has Credit Card,Not Active,136812.02,Stay,Train
3999,15737071,Tang,639,France,Female,60,5,162039.78,1,Has Credit Card,Active,84361.72,Exit,Train
4000,15665062,Lucchese,696,France,Male,19,1,110928.51,1,Has Credit Card,Active,2766.63,Stay,Test
4001,15600692,West,520,France,Male,38,5,0,2,Has Credit Card,Not Active,163185.76,Stay,Train
4002,15792064,Pai,545,Germany,Male,53,5,114421.55,1,Has Credit Card,Not Active,180598.28,Exit,Train
4003,15811486,Tang,634,Germany,Female,29,8,130036.21,2,No Credit Card,Active,69849.55,Stay,Train
4004,15626141,Fedorov,750,France,Female,26,1,151510.17,2,Has Credit Card,Active,19921.72,Stay,Test
4005,15738546,Gboliwe,530,Spain,Female,41,4,0,2,No Credit Card,Active,147606.71,Stay,Train
4006,15677052,Ko,589,France,Female,59,2,0,2,Has Credit Card,Active,126160.24,Exit,Train
4007,15656454,Le Gallienne,654,France,Male,37,6,83568.55,1,Has Credit Card,Not Active,47046.72,Stay,Train
4008,15645496,Seleznyova,648,France,Female,43,7,139972.18,1,Has Credit Card,Not Active,143668.58,Stay,Train
4009,15612505,Joseph,835,Spain,Male,45,3,100212.13,1,Has Credit Card,Not Active,152577.62,Stay,Train
4010,15708513,Bevan,446,France,Female,39,1,90217.07,1,Has Credit Card,Not Active,191350.48,Stay,Train
4011,15685654,Allan,514,Spain,Male,66,9,0,2,Has Credit Card,Active,14234.31,Stay,Train
4012,15732307,Lavrentiev,694,Germany,Male,33,4,124067.32,1,Has Credit Card,Active,77906.87,Stay,Test
4013,15726814,Walton,554,Spain,Male,46,4,0,2,No Credit Card,Active,57320.92,Stay,Train
4014,15653776,Salier,720,Germany,Female,57,1,162082.31,4,No Credit Card,Not Active,27145.73,Exit,Train
4015,15597914,Evdokimov,641,Germany,Female,51,2,117306.69,4,Has Credit Card,Active,26912.72,Exit,Train
4016,15631603,Ponomaryova,813,France,Male,32,1,122889.88,1,Has Credit Card,Active,26476.18,Stay,Train
4017,15789753,Millar,480,France,Male,40,6,148790.61,1,No Credit Card,Active,79329.7,Stay,Test
4018,15678034,Grosse,811,France,Male,46,9,180226.24,1,Has Credit Card,Not Active,13464.64,Exit,Train
4019,15690209,Hsiao,715,Germany,Female,32,3,104857.19,2,Has Credit Card,Not Active,114149.8,Stay,Train
4020,15592091,Belbin,620,Spain,Male,31,2,166833.86,2,Has Credit Card,Active,135171.6,Stay,Train
4021,15647453,Ifeajuna,721,France,Male,42,4,102936.72,1,No Credit Card,Not Active,1187.88,Stay,Train
4022,15697100,Wright,772,Germany,Female,48,6,108736.52,1,Has Credit Card,Not Active,184564.67,Exit,Train
4023,15811290,Komarova,680,Germany,Male,44,0,129974.79,2,Has Credit Card,Active,33391.38,Stay,Test
4024,15629187,Titheradge,535,France,Male,38,8,85982.07,1,Has Credit Card,Not Active,9238.35,Stay,Test
4025,15758073,Dellucci,655,France,Female,20,7,134397.61,1,No Credit Card,Not Active,28029.54,Stay,Train
4026,15640769,Hobbs,660,France,Male,63,8,137841.53,1,Has Credit Card,Active,42790.29,Stay,Train
4027,15606641,Beggs,762,Germany,Male,56,10,100260.88,3,Has Credit Card,Active,77142.42,Exit,Train
4028,15718280,Luffman,662,Germany,Male,39,5,139822.11,2,Has Credit Card,Active,146219.9,Stay,Train
4029,15764335,Caldwell,463,Germany,Female,41,8,123151.51,2,Has Credit Card,Not Active,70127.93,Stay,Train
4030,15634218,Mancini,501,Germany,Male,27,4,95331.83,2,Has Credit Card,Not Active,132104.76,Stay,Train
4031,15808760,Evseev,603,Spain,Female,42,6,0,1,Has Credit Card,Active,90437.87,Stay,Train
4032,15648461,Hs?eh,688,Spain,Male,37,7,138162.41,2,Has Credit Card,Active,113926.31,Stay,Train
4033,15593555,Chinedum,430,France,Male,38,9,0,2,Has Credit Card,Active,12050.77,Stay,Train
4034,15569079,Hagins,632,Germany,Male,48,6,126066.26,1,Has Credit Card,Not Active,64345.61,Exit,Train
4035,15800736,Kirwan,601,Spain,Female,42,4,96763.89,1,Has Credit Card,Active,199242.65,Stay,Train
4036,15792607,Little,769,France,Female,38,2,0,2,No Credit Card,Not Active,75578.67,Stay,Train
4037,15640034,Milligan,551,France,Male,42,2,139561.46,1,Has Credit Card,Not Active,43435.43,Exit,Train
4038,15807563,Ch'iu,841,France,Female,52,5,0,1,No Credit Card,Not Active,183239.71,Exit,Train
4039,15684461,McKay,469,Spain,Female,31,6,0,1,Has Credit Card,Not Active,146213.75,Exit,Test
4040,15580134,Crawford,479,Spain,Male,27,2,172463.45,1,Has Credit Card,Active,40315.27,Stay,Train
4041,15679075,Onyemere,701,France,Male,37,8,107798.85,1,Has Credit Card,Not Active,16966.73,Stay,Train
4042,15742504,Azuka,593,France,Male,36,2,70181.48,2,Has Credit Card,Not Active,80608.12,Stay,Train
4043,15567328,Ch'en,738,Spain,Male,38,5,177997.07,1,No Credit Card,Active,19233.41,Stay,Train
4044,15698294,Royster,635,Spain,Male,31,1,0,2,Has Credit Card,Not Active,135382.23,Stay,Train
4045,15607142,Parkin,658,France,Male,32,8,0,1,Has Credit Card,Active,80410.68,Stay,Train
4046,15738516,Kozlova,687,Spain,Female,36,5,0,1,Has Credit Card,Not Active,17696.22,Stay,Train
4047,15806403,Hu,650,France,Male,37,9,0,2,Has Credit Card,Not Active,17974.08,Stay,Test
4048,15656707,Ma,720,Spain,Male,21,2,123200.78,1,Has Credit Card,Active,180712.28,Stay,Test
4049,15653715,Coates,602,France,Female,63,7,0,2,Has Credit Card,Active,56323.21,Stay,Test
4050,15806184,Burns,618,Spain,Male,33,4,0,2,Has Credit Card,Active,77550.18,Stay,Test
4051,15585734,Gouger,803,Germany,Male,41,9,137742.9,2,Has Credit Card,Active,166957.82,Stay,Train
4052,15725639,Ignatyev,793,France,Female,63,9,116270.72,1,Has Credit Card,Active,184243.25,Stay,Train
4053,15618401,Douglas,616,Germany,Male,41,10,113220.2,2,Has Credit Card,Active,114072.91,Stay,Train
4054,15785385,Fiorentino,550,Spain,Male,51,5,0,2,Has Credit Card,Not Active,153917.41,Stay,Train
4055,15734762,Ignatiev,602,France,Female,56,3,115895.22,3,Has Credit Card,Not Active,4176.17,Exit,Train
4056,15767129,Munz,452,France,Female,60,6,121730.49,1,Has Credit Card,Active,142963.29,Stay,Train
4057,15797204,Paling,655,Spain,Female,28,3,113811.85,2,No Credit Card,Active,76844.23,Stay,Train
4058,15769272,Clark,510,France,Female,26,6,136214.08,1,No Credit Card,Not Active,159742.33,Stay,Train
4059,15771966,Akobundu,557,France,Male,39,8,146200.01,1,Has Credit Card,Not Active,177944.64,Stay,Test
4060,15691952,Fanucci,676,France,Male,37,10,106242.67,1,Has Credit Card,Active,166678.28,Stay,Train
4061,15593250,Hsiao,640,France,Female,29,4,0,2,Has Credit Card,Not Active,44904.26,Stay,Train
4062,15605333,Clancy,529,Spain,Male,31,6,0,1,Has Credit Card,Not Active,10625.91,Stay,Train
4063,15800083,Macdonald,559,France,Male,45,8,24043.45,1,No Credit Card,Active,169781.45,Exit,Train
4064,15575691,Palerma,689,France,Female,58,5,0,2,No Credit Card,Active,49848.86,Stay,Train
4065,15689886,Holden,626,Germany,Male,39,10,132287.92,3,Has Credit Card,Active,51467.92,Exit,Test
4066,15809838,Moore,697,Spain,Male,30,1,0,2,No Credit Card,Not Active,735.79,Stay,Train
4067,15736154,Gallo,823,France,Female,44,1,0,2,No Credit Card,Active,182495.7,Stay,Train
4068,15767391,Otutodilinna,565,Germany,Female,32,4,90322.99,2,No Credit Card,Active,118740.37,Stay,Test
4069,15704910,Rios,631,Spain,Male,23,3,0,2,Has Credit Card,Not Active,13813.24,Stay,Train
4070,15656613,McGregor,646,France,Female,34,3,131283.11,1,No Credit Card,Not Active,130500.65,Stay,Train
4071,15611551,Hill,676,Spain,Male,48,1,131659.59,2,No Credit Card,Active,14152.15,Stay,Train
4072,15732430,H?,850,Spain,Female,54,4,120952.74,1,Has Credit Card,Not Active,66963.15,Stay,Test
4073,15741865,Ferrari,810,France,Female,38,9,153166.17,1,Has Credit Card,Active,93261.69,Stay,Train
4074,15634143,Onyemauchechi,581,Spain,Male,30,0,53291.86,1,No Credit Card,Not Active,196582.28,Stay,Train
4075,15609676,Nkemakonam,718,France,Female,35,2,167924.95,1,Has Credit Card,Not Active,43024.64,Stay,Train
4076,15761600,White,713,France,Male,43,5,86394.14,1,Has Credit Card,Active,130001.13,Stay,Train
4077,15676404,Kirillov,672,France,Female,50,1,0,1,Has Credit Card,Not Active,12106.82,Exit,Test
4078,15659236,Iadanza,781,Spain,Male,33,3,0,2,Has Credit Card,Active,42556.33,Stay,Train
4079,15690440,Stiles,656,Spain,Male,47,1,0,2,Has Credit Card,Active,197961.93,Stay,Train
4080,15694601,Ankudinov,583,France,Female,31,4,158978.79,1,Has Credit Card,Not Active,12538.92,Stay,Train
4081,15812262,Gaffney,808,Germany,Female,37,2,100431.84,1,Has Credit Card,Not Active,35140.49,Exit,Test
4082,15762821,Udinese,721,Spain,Male,33,5,0,2,No Credit Card,Active,117626.9,Stay,Test
4083,15669301,Romani,778,Germany,Female,29,6,150358.97,1,Has Credit Card,Not Active,62454.01,Exit,Train
4084,15672640,Kambinachi,850,Spain,Female,45,4,114347.85,2,Has Credit Card,Active,109089.04,Stay,Train
4085,15750458,Hawkins,693,France,Female,39,4,0,2,No Credit Card,Active,142331.39,Stay,Test
4086,15627251,Tsui,520,France,Male,34,4,134007.9,1,Has Credit Card,Active,193209.11,Stay,Train
4087,15764294,Ifeatu,759,Germany,Male,31,4,98899.91,1,Has Credit Card,Active,47832.82,Stay,Train
4088,15659962,McIntosh,637,France,Male,60,3,0,2,Has Credit Card,Active,70174.03,Stay,Train
4089,15788536,Armit,755,Germany,Male,40,2,137430.82,2,No Credit Card,Not Active,176768.59,Stay,Train
4090,15596979,Fang,662,France,Female,47,6,0,2,Has Credit Card,Active,129392.75,Stay,Train
4091,15681220,Chou,503,France,Female,37,8,0,2,Has Credit Card,Active,97893.32,Stay,Train
4092,15635097,Okeke,599,Germany,Male,39,2,188976.89,2,No Credit Card,Active,176142.09,Stay,Train
4093,15780779,Ramsbotham,583,Spain,Female,40,4,0,2,Has Credit Card,Not Active,114093.73,Stay,Test
4094,15798470,Scannell,764,Spain,Female,48,1,75990.97,1,Has Credit Card,Not Active,158323.81,Exit,Train
4095,15760880,Edman,513,France,Male,29,10,0,2,No Credit Card,Active,25514.77,Stay,Train
4096,15616929,De Luca,730,Spain,Male,62,5,112181.08,1,No Credit Card,Active,61513.87,Stay,Train
4097,15758775,Vasilyeva,820,Spain,Male,34,10,97208.46,1,Has Credit Card,Active,59553.34,Stay,Train
4098,15663386,Tuan,597,Spain,Female,26,7,0,2,Has Credit Card,Not Active,110253.2,Stay,Train
4099,15621267,Ejimofor,637,France,Male,32,5,0,1,No Credit Card,Not Active,148769.08,Stay,Test
4100,15720509,Hs?,696,France,Male,34,9,150856.79,1,No Credit Card,Active,8236.78,Stay,Test
4101,15693322,Shaver,635,Germany,Female,37,9,146748.07,1,No Credit Card,Active,11407.58,Stay,Test
4102,15589544,Wallis,673,Spain,Female,57,4,0,2,Has Credit Card,Active,49684.09,Stay,Train
4103,15772030,Coupp,662,Spain,Male,33,3,0,2,No Credit Card,Active,68064.83,Stay,Test
4104,15693337,Perry,683,Spain,Male,41,0,148863.17,1,Has Credit Card,Active,163911.32,Stay,Train
4105,15676571,Bezrukova,850,France,Male,55,6,0,1,Has Credit Card,Not Active,944.41,Exit,Train
4106,15701392,Lucciano,815,Spain,Male,28,6,0,2,No Credit Card,Active,185547.71,Stay,Train
